"recipe_id","recipe_name","unit_g","calories_kcal","protein_g","fat_g","saturated_fat_g","carbohydrate_g","dietary_fiber_g","sugar_g","vitamin_c_mg","vitamin_a_ug","vitamin_e_mg","vitamin_b1_mg","vitamin_b2_mg","vitamin_b6_mg","vitamin_b12_ug","sodium_mg","potassium_mg","calcium_mg","magnesium_mg","iron_mg","zinc_mg","phosphorus_mg","nicotinin_mg","folate_ug","alpha_carotene_ug","beta_carotene_ug","water_g","ash_g"
34479,燜燒罐食譜 | 黃豆牛肉湯,19,5.84,0.15,0.01,0.0,1.54,0.51,0.9,1.19,932.65,0.0,0.0,0.0,0.0,0.0,13.83,40.5,4.61,2.25,0.01,0.01,5.23,0.04,2.4,347.25,1691.9,17.12,0.18
34480,XO醬松露干貝炒麵,139,216.49,35.01,3.56,0.82,16.78,1.75,0.84,17.53,1398.38,3.27,0.12,0.07,0.45,2.39,1709.57,769.65,57.96,102.06,2.21,3.38,450.61,3.27,18.7,0.75,2792.38,76.95,6.6
34481,魩仔魚番茄螺旋麵,455,143.3,14.06,1.16,0.03,21.76,3.78,11.31,38.77,1201.23,1.71,0.11,0.04,0.31,1.0,2298.75,3351.67,239.41,107.09,1.41,1.81,299.69,1.7,11.95,0.0,2233.03,405.06,12.96
34482,泰式香辣海鮮冷麵,180,72.57,5.46,2.33,0.4,12.05,5.64,0.62,110.77,5618.62,1.54,0.14,0.26,0.25,0.06,545.59,549.53,100.46,48.76,4.03,3.61,89.22,2.42,14.69,682.05,10896.5,156.37,3.79
34483,楓糖紅蔾優格盅,245,252.7,3.99,2.4,0.7,55.87,1.88,14.32,0.0,0.0,1.49,0.08,0.04,0.06,0.0,16.55,223.63,30.38,31.46,0.0,0.9,50.64,0.06,56.0,0.0,0.0,182.33,0.44
34484,雞肉馬鈴薯口袋燒餅,695,825.69,40.35,41.07,6.88,81.38,15.84,15.77,67.83,151.57,32.03,0.27,0.37,0.8,0.47,2490.04,4805.48,233.17,172.4,10.57,4.3,586.43,14.69,117.9,12.6,61.3,516.99,16.24
34485,巴西烤肋排,2944,5076.76,408.57,288.3,108.81,203.93,16.04,82.51,60.41,455.7,19.29,17.99,2.95,13.79,15.4,3958.64,9023.24,266.33,448.74,19.62,36.96,3077.55,114.62,165.95,1.5,360.66,2011.78,32.47
34486,香蕉巧克力法式吐司,245,489.3,12.26,15.44,8.58,79.92,2.82,39.89,11.02,174.54,2.22,0.14,0.34,0.52,0.59,292.13,486.48,41.51,41.49,2.01,1.48,175.62,0.75,91.86,1.08,6.54,135.56,1.84
34487,韓式辣醬烤豬梅花,270,844.2,15.0,80.1,11.4,27.9,9.3,0.3,0.3,585.6,68.1,0.3,0.0,2.1,0.0,8947.5,643.5,65.4,199.2,5.7,1.2,391.5,3.3,68.1,12.0,1166.4,124.5,23.7
34488,南洋風薑黃優格烤雞腿,1002,1762.48,108.19,123.35,29.82,59.27,13.28,14.94,61.22,297.01,32.48,0.77,1.25,2.02,3.3,1278.0,6323.64,286.6,248.78,16.51,12.43,1102.81,28.22,136.35,0.5,208.32,704.82,7.56
34489,生酮食譜 | 低醣奶油燉雞,342,404.92,38.12,24.61,21.01,7.88,2.33,4.42,5.0,14.4,0.01,0.0,0.01,0.0,0.0,169.97,861.92,14.75,87.19,1.51,0.52,465.34,14.31,28.26,0.0,1.0,271.71,3.28
34490,生酮食譜 | 香烤鹽麴鯖魚,46,17.14,0.52,0.13,0.01,4.12,0.75,0.42,19.16,1534.56,0.41,0.04,0.05,0.08,0.0,69.77,119.2,6.11,5.23,0.37,0.1,12.1,0.29,2.06,0.0,3069.28,41.31,0.42
34491,生酮食譜 | 厚肉美式漢堡,251,119.49,8.56,5.29,1.68,11.71,2.6,4.82,13.68,152.19,1.17,0.07,0.3,0.14,0.47,330.36,566.3,78.87,45.17,6.04,1.19,143.36,0.51,48.0,85.0,80.84,223.02,2.49
34492,麵食絕配 · 辣油,75,80.11,2.99,2.28,0.53,19.68,13.12,1.13,8.56,312.48,3.98,0.02,0.13,0.34,0.0,33.36,651.64,170.52,53.8,6.93,1.03,91.69,1.59,30.65,112.6,568.76,48.28,1.76
34493,下酒炒雞翅 (影音),200,139.08,4.7,1.39,0.32,33.24,8.78,8.82,37.07,639.84,3.27,0.06,0.14,0.63,0.0,271.42,960.6,172.5,83.68,8.72,1.72,161.63,4.6,58.85,57.7,1250.84,157.58,2.62
34494,蔭油辣椒醬,600,384.0,18.0,6.0,6.0,108.0,84.0,18.0,1026.0,27720.0,30.0,0.0,0.0,6.0,0.0,18.0,3384.0,90.0,264.0,6.0,6.0,534.0,24.0,192.0,0.0,55440.0,456.0,6.0
34495,泰式燻雞拌藕絲,421,460.97,12.71,22.65,4.03,59.28,10.02,26.21,90.51,1075.34,18.7,0.21,0.03,0.12,0.34,2564.63,1097.29,124.88,144.01,4.35,1.63,254.97,3.99,68.35,95.6,2099.14,316.81,9.32
34496,桂花酒釀醋蓮藕,580,599.15,10.75,16.1,2.7,107.08,11.95,48.88,148.75,534.55,13.8,0.0,0.0,0.0,0.0,1302.98,2546.1,154.88,78.85,4.4,0.64,274.06,2.0,35.4,115.75,1008.6,437.32,9.25
34497,明太子蓮藕燒賣,660,872.74,50.1,42.72,11.49,79.96,12.93,24.57,116.19,854.32,10.66,1.55,0.27,0.11,2.87,1185.23,3068.27,166.07,119.16,9.35,6.82,740.53,10.88,87.36,90.8,1416.05,479.46,11.13
34498,免油炸棺材板,415,635.61,54.31,26.76,13.75,44.74,4.3,6.28,5.25,1472.95,6.51,0.47,0.45,0.09,5.14,829.73,923.69,258.68,124.17,7.7,4.91,665.86,4.91,111.44,464.68,2280.56,285.66,5.57
34499,明洞雞蛋糕,845,1686.4,68.7,84.18,45.41,172.56,5.51,63.2,21.06,1142.48,10.22,0.4,3.29,0.86,4.29,1446.9,1899.64,440.69,124.3,9.89,7.66,1091.75,2.68,325.74,0.0,58.33,510.09,9.08
34500,咕咾肉,2177,1523.25,144.56,17.65,2.66,218.92,28.53,112.87,444.26,2230.67,13.58,0.82,0.59,8.47,0.03,1159.12,4860.47,298.03,377.01,16.87,10.48,1545.9,55.9,243.91,30.0,4386.35,1791.17,14.85
34501,日式鮭魚親子茶泡飯,232,391.28,22.62,4.3,2.0,63.67,3.14,0.11,3.77,539.68,0.87,0.05,0.15,0.7,7.85,1043.96,1799.75,41.08,54.81,1.04,2.39,273.21,6.6,67.82,0.0,998.73,135.94,6.12
34502,蒜蓉辣椒醬,930,1393.75,54.7,6.5,3.1,305.4,33.65,16.0,48.05,13.65,12.5,0.0,0.0,6.15,0.0,7502.45,5749.8,254.1,249.45,13.2,6.15,1129.4,6.2,305.5,9.2,22.65,529.15,31.3
34503,正韓部隊鍋 (影音),630,904.11,37.12,36.34,15.65,116.7,15.41,35.76,53.61,1046.37,11.8,0.1,0.33,0.82,1.12,4791.16,1992.14,435.13,153.71,11.54,6.43,627.58,12.12,153.62,105.4,1858.7,425.38,15.11
34504,台式鹹粥,2718,2924.78,141.73,16.87,2.78,570.28,40.21,39.85,504.01,3477.82,8.01,1.41,1.23,5.38,1.96,1364.0,6530.77,1157.69,593.22,18.53,20.43,1886.54,43.0,461.94,1157.67,6342.91,1971.1,22.32
34505,鹽之花麵包,601,2353.36,65.65,57.0,36.4,391.63,10.0,25.0,25.0,510.9,6.95,0.0,0.0,0.0,0.0,2227.51,3412.36,100.29,171.14,5.44,5.0,430.38,5.0,245.0,0.0,0.0,70.51,16.21
34506,日式大阪燒,275,504.45,13.8,4.1,1.6,103.3,1.8,18.2,4.5,35.6,0.9,0.0,0.0,0.6,0.8,2932.75,464.1,94.1,63.2,3.3,0.9,202.6,2.7,53.3,0.9,6.1,144.8,8.6
34507,頂級免熬廣東粥,1205,1963.6,83.47,41.53,12.29,309.01,8.75,0.89,20.36,174.02,8.75,0.49,0.93,1.39,2.56,751.84,1516.07,106.83,154.5,9.04,12.51,970.53,19.87,136.83,0.0,42.6,765.91,5.45
34508,義式時蔬米披薩,435,640.57,16.95,6.78,2.4,129.13,6.13,0.53,35.35,555.87,12.63,0.16,0.35,0.48,0.47,2253.12,1972.46,139.83,67.49,4.34,2.78,265.88,1.81,86.19,2.25,929.7,271.87,10.08
34509,泰式檸檬雞,735,1335.73,105.92,68.82,20.14,69.05,5.1,31.5,42.93,395.55,15.06,0.66,1.08,1.65,3.3,658.04,1763.61,163.01,161.42,11.2,11.99,1022.92,27.23,86.88,31.9,389.35,485.48,6.45
34510,金瓜炒米粉,2700,692.79,36.73,5.36,0.83,157.29,33.9,78.19,956.58,2388.21,9.3,0.88,0.63,4.87,0.0,274.53,5512.21,1243.23,351.49,15.43,9.37,868.94,8.43,612.12,818.37,4367.31,2484.82,15.82
34511,【北方辣醬】牛肉花生辣醬,1435,3564.18,255.26,255.26,119.12,61.59,13.34,32.48,87.47,2508.41,18.58,0.21,0.02,0.82,39.0,647.06,4067.27,156.36,350.85,35.3,53.86,2005.14,44.27,168.0,0.0,4626.81,847.4,14.99
34512,蜂蜜南瓜,905,639.37,16.65,1.8,0.63,159.97,22.5,52.01,135.06,9937.8,9.99,0.63,0.63,2.61,0.0,12.15,3833.82,123.39,152.46,4.41,2.61,413.19,10.89,535.69,4091.58,17830.53,718.84,7.83
34513,金沙南瓜,905,641.27,16.65,1.8,0.63,160.17,22.5,48.96,134.91,9937.8,9.99,0.63,0.63,2.61,0.0,12.55,3836.22,125.34,152.76,4.41,2.61,414.64,10.89,535.59,4091.58,17830.53,718.64,7.83
34514,南瓜百合燴蘆筍,205,177.49,3.58,5.36,0.88,33.19,4.7,10.19,27.98,1988.11,4.1,0.13,0.13,0.52,0.0,921.48,2111.36,40.48,34.69,1.13,0.57,91.89,2.38,107.32,818.32,3567.11,156.32,6.47
34516,什錦菌菇烏龍麵,470,216.3,12.45,5.05,0.75,38.7,10.95,11.0,25.05,72.55,2.65,0.0,0.0,0.45,0.0,2965.05,2711.05,154.7,105.25,6.7,3.55,346.9,11.9,140.95,1.5,144.85,402.6,13.15
34517,時蔬香菇雞肉拌飯,495,851.45,86.55,6.0,3.0,108.75,6.05,18.3,3.1,652.25,1.0,0.0,0.5,0.0,17.5,97.9,1664.5,102.5,129.7,8.2,5.65,820.55,31.6,54.1,231.5,1129.1,290.3,4.85
34519,南瓜玉子沙拉,615,843.47,40.32,57.37,13.41,47.7,5.71,10.76,42.79,3168.25,23.32,0.25,1.35,0.3,2.35,896.95,1561.55,184.57,84.7,7.4,4.16,648.01,2.42,379.75,942.0,4926.05,463.84,5.82
34520,蔥爆豬肉 (影音),1372,1798.99,120.85,81.98,26.53,162.67,23.59,42.63,96.53,831.72,7.66,5.68,0.43,3.31,5.0,1941.54,4786.91,461.06,327.15,20.52,21.92,1712.2,28.41,269.49,37.01,1434.86,1001.83,14.74
34521,芋頭酥,303,1617.35,17.15,101.9,40.0,157.63,3.8,12.0,9.5,103.0,3.9,0.0,0.0,0.0,0.0,187.38,526.31,25.93,51.79,1.94,1.9,143.98,1.9,78.6,0.0,0.0,23.46,0.96
34522,奶香洋蔥湯,830,603.57,21.3,35.15,20.8,60.97,4.67,24.2,16.48,3429.3,0.97,0.07,0.02,0.23,2.0,13639.05,946.37,294.15,84.67,9.93,0.65,507.98,0.15,31.9,1157.5,5647.0,677.75,36.82
34523,新加坡辣椒炒蟹 (影音),220,295.65,10.99,10.17,2.53,44.2,5.6,6.48,52.74,1154.07,10.5,0.05,0.27,0.56,0.47,753.07,686.77,57.5,41.45,2.71,1.53,203.38,1.37,67.26,10.0,2122.3,151.31,3.69
34524,奶香焗沙公 (影音),624,786.73,126.24,21.83,10.58,54.66,5.63,0.02,2.36,195.58,36.26,0.06,5.64,1.26,27.78,2059.68,1828.27,570.38,416.72,25.58,62.06,1422.4,24.99,49.92,13.62,228.13,407.48,13.53
34525,豆豉沙公,1809,1842.18,273.36,57.72,25.35,115.82,4.5,3.55,27.57,439.37,75.24,0.57,11.55,2.41,56.43,4495.5,3842.88,1068.18,749.3,35.17,125.85,3133.09,56.16,185.83,16.0,355.8,1332.95,25.51
34526,油鹽水銀羅沙母,919,154.54,11.45,0.06,0.0,24.23,5.55,5.65,39.51,586.06,1.26,0.0,0.0,0.41,0.0,957.04,1951.99,98.41,61.97,3.27,0.41,199.31,6.5,81.75,44.5,1137.74,872.7,4.64
34527,椒鹽蒜香肋排,178,294.67,23.7,14.13,5.01,19.31,4.16,0.9,21.13,280.47,0.71,1.0,0.01,1.72,1.0,963.06,1948.73,37.62,42.88,3.31,2.73,222.95,6.94,32.4,5.0,530.44,112.7,6.67
34528,星洲辣沙公,1416,1272.81,145.92,32.09,12.31,134.8,11.81,11.38,5.22,1200.35,100.39,0.11,5.91,3.24,28.25,12452.1,2908.96,604.55,466.3,21.8,62.9,1820.22,30.82,149.9,33.52,2041.33,1059.17,42.98
34529,【寵物食譜】蘿蔔餃,180,149.2,27.8,2.0,1.0,4.7,1.4,2.8,8.5,1873.5,0.0,0.0,0.0,0.0,0.0,87.7,446.9,25.1,37.8,0.0,1.0,224.2,10.0,18.8,694.5,3382.2,145.2,1.3
34530,【寵物食譜】雞蛋糕,205,229.95,39.89,6.37,1.68,1.0,0.0,0.08,3.34,103.97,1.0,0.05,0.27,0.06,0.47,150.57,539.77,25.3,48.25,1.06,0.73,436.83,12.07,36.66,0.0,0.0,157.26,1.99
34531,糖漬柚子皮,180,696.6,0.0,0.0,0.0,180.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34532,素燒鰻魚,836,393.64,13.32,3.44,0.46,91.85,17.81,53.75,190.32,624.2,3.65,0.23,0.45,0.89,6.3,3876.49,2771.31,275.71,204.12,3.77,1.4,281.42,5.2,230.26,0.0,1247.51,711.73,15.66
34533,簡易紅醬起司燉飯,1413,1456.6,42.61,35.22,17.31,249.59,15.33,19.45,260.41,2940.33,7.61,0.67,0.34,1.72,0.44,2477.91,3644.79,461.27,165.86,8.15,8.27,809.76,8.77,221.71,0.45,5625.65,1071.18,15.06
34534,威靈頓豬排 (影音),265,774.86,22.86,59.78,27.01,39.93,4.12,5.26,44.03,196.89,6.4,0.52,0.25,0.44,1.25,1879.41,1693.93,98.27,68.32,5.11,2.72,416.53,5.79,66.62,0.0,165.23,133.85,9.1
34535,大蒜醬 + 海膽醬 (影音),182,1201.94,4.74,130.41,86.64,9.66,1.3,2.0,0.07,1281.2,6.36,0.05,0.11,0.12,0.59,489.78,57.64,82.62,25.22,3.74,0.77,155.69,0.16,34.24,0.05,9.7,35.11,2.12
34536,韓式泡菜燴雞胸,825,687.1,88.15,8.34,1.92,70.37,10.51,15.24,34.46,266.97,2.01,0.36,0.37,1.91,0.47,1980.68,2198.18,137.43,169.68,4.57,2.52,1096.63,25.84,133.32,0.0,299.0,651.13,9.99
34537,生酮食譜 | 辣橄欖油風味醬,3152,4358.21,559.39,206.47,48.94,42.61,7.32,2.64,34.11,807.43,37.76,0.85,2.08,2.29,37.24,1521.06,9075.31,203.86,493.41,8.1,13.09,5502.93,71.13,85.64,1.5,325.36,2319.26,35.49
34538,生酮食譜 | 菠菜鮭魚斑尼迪克蛋,178,309.18,5.5,29.45,18.6,8.42,3.3,0.1,16.15,2183.15,2.95,0.0,0.2,0.05,0.6,2447.43,3809.06,176.81,91.15,7.14,1.86,181.23,0.1,107.2,0.0,3700.25,119.26,14.01
34539,生酮食譜 | 香草伏特加玫瑰生巧克力塔,62,443.92,0.62,49.6,34.72,1.24,0.0,0.0,0.0,487.32,1.86,0.0,0.0,0.0,0.0,195.3,11.16,12.4,1.24,0.0,0.0,15.5,0.0,0.0,0.0,0.0,9.92,0.62
34540,茶油香鴨腿(影音),771,1096.06,28.78,86.8,13.0,69.98,18.14,1.18,5.7,252.15,14.4,0.0,0.3,0.3,0.0,28092.0,1479.76,73.16,118.21,19.08,1.55,645.03,1.75,42.28,70.25,467.42,513.89,71.85
34541,韭菜炒木耳蝦仁,158,66.69,10.02,0.03,0.0,8.32,2.38,0.7,12.23,857.49,1.43,0.0,0.0,0.13,1.6,1267.05,1548.48,77.75,32.69,2.49,0.93,274.26,0.96,115.82,267.0,1581.15,133.18,6.48
34542,川味牛肉麵,1103,1973.37,142.69,59.43,25.84,230.31,20.83,13.8,48.21,1019.59,9.46,0.3,0.17,6.82,15.0,5887.59,3658.23,211.79,286.22,25.87,24.42,1405.66,23.99,209.17,134.04,1932.33,652.47,23.47
34543,紅燒黃魚,1115,1410.98,127.15,52.74,18.93,119.48,16.51,15.03,37.92,142.45,9.9,0.71,1.04,4.38,10.12,1945.04,3713.37,138.43,231.25,7.88,7.29,1559.03,16.38,233.77,0.0,140.06,801.72,14.27
34545,京醬烙餅捲,210,725.6,22.3,2.1,0.05,150.45,4.25,0.0,13.6,181.3,2.2,0.0,0.0,0.0,0.0,102.35,274.1,28.25,60.45,2.15,2.1,158.85,2.05,88.5,22.7,351.2,32.75,0.3
34546,團團圓圓吐司邊烘蛋,1313,708.59,43.12,13.5,5.92,120.58,15.71,20.31,134.17,3012.86,7.63,1.28,2.1,1.37,4.2,1229.78,4544.5,261.91,206.71,15.37,10.46,901.1,12.44,411.06,116.44,5599.9,1121.79,14.0
34547,當歸烏骨雞湯,275,230.67,0.59,0.03,0.01,37.72,1.11,0.45,4.08,20.67,0.16,0.0,0.01,0.02,0.0,471.65,1069.06,50.82,32.24,3.14,0.52,47.11,0.19,8.0,0.0,41.49,233.24,3.41
34548,肉蓯蓉煮蚵仔湯,380,214.33,20.54,0.25,0.09,26.37,0.07,0.0,7.53,32.85,0.01,0.01,2.51,0.0,127.5,2015.66,1053.36,280.03,129.14,20.84,2.62,270.47,2.53,39.25,0.0,0.0,324.03,8.8
34549,杜仲枸杞田七湯,27,32.02,0.87,0.58,0.2,6.8,1.78,0.75,0.76,747.68,0.11,0.0,0.0,0.08,0.0,1809.89,1335.53,40.28,24.24,2.98,0.13,18.58,0.18,7.58,277.83,1355.07,11.41,7.36
34550,【麵包機食譜】紅棗枸杞堅果吐司,332,1155.61,34.88,18.5,11.2,213.02,7.83,16.2,13.7,1400.32,3.1,0.0,0.81,0.0,0.0,823.29,1525.94,62.33,97.55,3.3,2.68,274.93,3.35,125.7,463.0,2255.01,58.42,7.15
34551,鎖陽牛肉湯,464,660.26,30.32,29.03,13.63,50.85,4.32,8.43,7.19,84.73,2.51,0.06,0.03,0.18,4.5,571.98,1755.16,142.03,65.27,6.66,7.08,291.97,4.82,34.59,9.2,119.86,347.89,5.3
34552,醬燒山珍寶,720,474.33,13.76,2.35,0.02,106.64,14.47,24.31,97.05,15883.15,1.49,0.32,0.22,1.02,0.0,497.87,2533.89,124.88,139.46,3.32,6.09,316.26,6.85,114.91,5813.53,28860.75,590.79,6.44
34553,【麵包機食譜】花椰菜紅蘿蔔吐司,324,1155.15,34.78,22.5,3.2,202.52,6.53,17.8,28.0,672.62,6.3,0.0,0.81,0.0,0.0,752.41,1450.94,54.47,93.45,3.1,2.68,267.23,2.95,135.3,231.7,1229.21,57.32,6.85
34554,椒麻辣雞塊(影音),1329,1770.04,130.86,85.58,23.76,143.88,39.4,15.92,520.35,5319.25,40.01,1.63,1.7,7.49,3.3,2496.94,6835.15,220.58,307.41,20.09,16.66,1613.26,35.86,262.32,204.63,10151.27,947.83,21.79
34555,肉鬆米糕 (影音),535,965.23,22.83,2.45,0.7,210.08,4.95,5.2,8.63,185.49,0.68,0.1,0.05,0.32,0.75,424.06,360.68,146.39,86.32,4.39,3.82,288.28,3.73,54.6,22.7,354.47,297.31,2.59
34556,照燒雞肉親子丼,945,1599.68,124.8,78.16,23.55,92.95,3.4,22.16,24.66,381.39,16.51,0.76,1.67,1.67,5.99,777.38,1988.05,112.71,155.52,10.42,14.8,1307.88,30.32,165.55,0.0,12.45,643.55,6.58
34557,【麵包機食譜】彩色麵包,354,1232.35,35.68,18.8,11.2,228.62,6.93,17.6,18.5,532.82,3.7,0.0,0.81,0.0,0.0,818.61,1542.44,67.27,104.05,3.5,2.98,288.93,3.45,148.8,56.0,723.21,63.42,6.75
34558,廣島培根燒(影音),490,1189.26,51.03,62.3,20.67,110.65,5.95,18.7,79.44,361.42,11.25,0.62,0.8,0.42,3.57,1339.98,920.6,135.65,94.16,5.93,5.42,685.94,9.06,186.44,0.0,305.35,260.06,6.62
34559,素月亮蝦餅(影音),624,1309.55,63.68,73.49,11.4,103.77,8.35,31.86,20.58,1697.66,35.69,0.15,0.08,0.2,0.01,3581.22,1660.85,198.15,76.58,12.86,4.11,612.59,2.75,180.5,503.81,3143.7,369.98,13.53
34560,和風味噌秋葵(影音),190,281.39,6.57,16.88,2.6,30.1,5.85,13.65,13.66,820.64,8.89,0.07,0.12,0.16,0.0,1311.4,378.41,126.91,94.06,1.88,1.39,142.74,2.31,18.45,0.0,1626.75,132.4,3.85
34561,俄羅斯酸奶牛肉 (影音),867,1309.77,123.2,64.42,28.86,63.13,8.31,13.63,20.62,3251.91,2.77,0.2,0.32,5.45,15.62,657.17,2520.5,146.79,180.96,18.18,22.05,1099.08,21.81,159.95,1157.5,5704.88,612.74,7.96
34562,法式小點 │ 達克瓦茲,262,453.0,25.8,18.82,1.56,47.99,2.8,18.52,0.7,0.0,4.78,0.0,0.0,0.0,0.0,1337.44,1693.22,83.43,67.26,0.82,1.66,200.21,0.1,29.08,0.0,0.0,163.35,7.64
34563,法式小點 │ 莓果夏洛特,623,2810.92,29.34,225.56,151.4,177.73,1.6,91.34,8.4,2335.36,11.84,0.0,0.6,0.0,1.8,1058.08,452.25,167.79,47.35,3.88,3.2,497.61,0.8,132.97,0.0,0.32,185.96,4.96
34564,酒釀水波蛋,190,264.08,16.35,9.76,3.36,28.73,1.0,23.5,1.49,1113.24,2.06,0.11,0.55,0.14,0.94,168.2,203.81,55.29,24.32,2.17,2.09,235.99,2.59,82.39,347.3,1691.03,134.11,1.07
34565,收涎餅乾(影音),592,2365.47,33.51,88.09,57.68,362.86,6.42,110.07,17.02,876.47,7.22,0.05,0.27,0.06,0.47,1313.32,1869.67,99.19,93.85,4.46,3.99,372.16,3.27,164.66,0.0,0.0,98.06,6.29
34566,【麵包機食譜】蔬菜乳酪磅蛋糕,383,1191.02,27.68,21.7,5.25,220.1,8.03,20.4,37.25,1542.87,6.15,0.0,1.11,0.0,0.45,1005.65,2218.8,269.12,112.99,4.54,3.13,374.51,3.9,158.1,84.15,2840.96,103.48,6.71
34567,壽司茶泡飯,166,326.79,10.68,3.17,0.51,65.77,5.0,0.05,1.55,1085.35,1.46,0.16,0.35,0.16,11.55,47.54,377.28,37.5,66.36,1.89,2.05,189.56,2.87,118.96,0.0,2170.76,85.22,1.14
34568,五色雞丁,180,164.79,23.78,1.03,0.01,13.56,1.37,1.5,31.43,116.77,0.41,0.0,0.04,0.17,0.0,1261.78,1111.06,30.16,52.94,1.79,0.1,261.17,8.39,8.66,0.0,215.54,137.29,5.14
34569,切達乳酪榛果花椰菜蛋糕,215,300.22,30.29,14.69,5.04,15.81,5.83,0.24,2.49,313.08,3.08,0.22,6.26,0.28,1.41,1195.43,1947.16,147.29,68.06,7.71,3.56,615.88,3.35,112.18,0.0,83.3,146.06,8.24
34570,莓果米糠鐵鍋鬆餅,265,462.35,19.38,30.04,16.56,30.95,0.6,4.16,2.18,381.14,2.9,0.1,0.54,0.12,1.94,1172.49,1644.84,169.65,32.9,2.62,1.76,319.31,0.44,86.32,0.0,5.0,178.37,6.98
34571,山藥番茄牛肉煲(影音),500,208.54,6.67,0.36,0.16,48.42,4.98,12.84,49.59,1464.43,6.25,0.12,0.02,0.4,0.0,917.25,1483.88,42.56,62.09,3.09,1.8,173.62,0.91,16.9,0.0,2929.48,439.8,5.18
34572,XO醬炒干貝,2050,538.08,38.62,10.73,1.34,106.12,42.0,50.06,1336.27,716.57,11.5,0.82,1.17,4.16,0.2,1474.9,5312.05,397.56,259.83,12.93,7.54,855.69,11.25,1113.27,16.72,1421.4,1878.22,16.15
34573,青龍皮皮挫,145,99.4,5.81,3.39,1.06,13.6,4.27,2.2,259.25,308.45,0.93,0.2,0.02,0.12,0.2,451.48,355.02,21.01,25.1,0.69,2.76,93.06,2.3,6.92,23.18,597.93,120.04,2.56
34574,蝦仁燴豆腐,334,509.65,31.47,32.95,5.09,26.04,5.28,5.15,5.28,81.19,17.86,0.19,0.4,0.28,0.0,1279.22,569.59,87.93,41.64,6.28,2.69,377.47,4.7,119.95,33.62,145.64,238.67,4.88
34575,草莓白巧克力慕斯,657,3445.08,17.11,323.69,222.35,139.42,13.2,102.46,69.3,2889.34,18.21,0.0,0.25,0.0,0.75,1133.22,1137.5,197.06,253.1,10.17,4.2,583.79,1.8,139.48,0.0,32.68,169.59,7.44
34576,雲朵巧克力蛋糕,475,1713.05,45.3,118.9,75.5,131.4,25.3,62.6,1.0,529.0,16.8,0.0,0.4,0.1,1.2,452.45,2506.1,238.3,532.0,21.2,8.8,1009.0,2.0,110.5,1.5,39.7,172.6,8.6
34577,焦糖千層可麗餅,644,2767.92,18.57,259.53,178.35,105.96,1.3,56.63,11.17,2587.4,10.93,0.02,0.0,0.01,2.1,1109.22,468.99,256.7,43.14,1.54,1.03,346.12,0.53,55.1,0.0,8.0,256.24,5.29
34578,照燒豬肉蔬菜捲,3140,6521.25,580.67,430.96,162.61,40.85,2.87,15.7,22.42,3522.82,14.04,26.42,4.27,17.52,23.1,2772.22,10478.78,161.93,487.48,22.21,52.85,3905.26,170.44,53.01,1157.67,5642.05,2050.92,36.6
34579,法式馬卡龍,588,2977.21,39.13,260.26,146.65,147.43,21.55,82.38,1.7,1583.06,27.64,0.0,0.0,0.0,0.01,1083.44,1564.64,298.25,419.95,12.53,8.51,941.36,1.0,80.92,0.0,22.12,133.12,9.06
34580,原味貝果(影音),731,2617.06,82.23,32.73,17.7,494.53,12.0,52.22,30.69,285.0,7.51,0.0,0.01,0.0,0.3,2527.26,4074.98,123.33,207.62,7.12,6.3,560.09,6.0,314.34,0.0,0.0,102.73,19.08
34581,鹹酥素豬血糕(影音),165,356.66,13.39,5.6,0.9,67.96,7.7,0.0,8.62,4370.15,2.55,0.15,0.51,0.26,15.75,1837.36,1958.35,215.63,107.5,8.97,1.48,203.63,2.3,161.92,9.0,8736.5,68.23,9.17
34582,韓式海鮮麵疙瘩(影音),1994,1652.33,158.55,10.94,2.02,257.92,21.26,10.33,192.5,1228.32,11.74,0.84,5.57,1.25,313.57,4459.14,5791.1,845.8,613.22,57.9,20.72,1961.55,31.95,407.99,6.0,2281.34,1538.45,28.7
34583,蜂蜜茄汁蝦仁,335,418.44,53.93,1.84,0.62,47.08,3.28,9.22,7.23,44.58,6.85,0.27,0.3,0.29,6.12,1792.87,1704.69,79.25,91.17,6.64,4.32,625.08,11.28,10.43,0.0,89.14,222.57,9.56
34584,鎮江小排(影音),762,2597.18,3.74,7.44,1.64,651.05,0.6,592.59,8.42,75.08,2.0,0.03,0.14,0.03,0.23,962.68,1416.43,42.1,8.42,0.73,0.36,64.31,0.34,23.68,0.05,59.35,95.23,5.04
34585,梅汁南瓜,2240,4333.0,12.4,0.0,0.0,1111.6,12.8,1037.5,92.0,6658.8,6.8,0.0,0.3,0.3,0.0,82.6,3298.4,162.3,230.2,0.0,1.0,311.7,6.4,378.0,2730.0,11955.2,1108.9,7.1
34586,醃瓜鳳梨蒸魚,1855,1969.95,299.35,37.2,12.3,89.9,4.4,42.1,70.9,2216.35,15.25,1.5,2.1,3.3,21.15,935.95,6385.2,317.6,505.8,8.95,9.95,3270.6,60.9,131.65,15.0,1693.5,1408.45,17.95
